filename,row_px,row_norm,img_height
2024_3c_25_1_1_frame_1.jpeg,109,0.212890625,512
2024_3c_25_1_1_frame_10.jpeg,109,0.212890625,512
2024_3c_25_1_1_frame_11.jpeg,107,0.208984375,512
2024_3c_25_1_1_frame_12.jpeg,80,0.15625,512
2024_3c_25_1_1_frame_13.jpeg,109,0.212890625,512
2024_3c_25_1_1_frame_14.jpeg,100,0.1953125,512
2024_3c_25_1_1_frame_15.jpeg,97,0.189453125,512
2024_3c_25_1_1_frame_16.jpeg,93,0.181640625,512
2024_3c_25_1_1_frame_17.jpeg,100,0.1953125,512
2024_3c_25_1_1_frame_18.jpeg,108,0.2109375,512
2024_3c_25_1_1_frame_19.jpeg,80,0.15625,512
2024_3c_25_1_1_frame_2.jpeg,83,0.162109375,512
2024_3c_25_1_1_frame_20.jpeg,108,0.2109375,512
2024_3c_25_1_1_frame_21.jpeg,108,0.2109375,512
2024_3c_25_1_1_frame_22.jpeg,79,0.154296875,512
2024_3c_25_1_1_frame_23.jpeg,109,0.212890625,512
2024_3c_25_1_1_frame_24.jpeg,101,0.197265625,512
2024_3c_25_1_1_frame_25.jpeg,88,0.171875,512
2024_3c_25_1_1_frame_26.jpeg,93,0.181640625,512
2024_3c_25_1_1_frame_27.jpeg,100,0.1953125,512
2024_3c_25_1_1_frame_28.jpeg,108,0.2109375,512
2024_3c_25_1_1_frame_29.jpeg,80,0.15625,512
2024_3c_25_1_1_frame_3.jpeg,108,0.2109375,512
2024_3c_25_1_1_frame_30.jpeg,108,0.2109375,512
2024_3c_25_1_1_frame_31.jpeg,108,0.2109375,512
2024_3c_25_1_1_frame_32.jpeg,80,0.15625,512
2024_3c_25_1_1_frame_33.jpeg,109,0.212890625,512
2024_3c_25_1_1_frame_34.jpeg,100,0.1953125,512
2024_3c_25_1_1_frame_35.jpeg,97,0.189453125,512
2024_3c_25_1_1_frame_36.jpeg,93,0.181640625,512
2024_3c_25_1_1_frame_37.jpeg,100,0.1953125,512
2024_3c_25_1_1_frame_38.jpeg,108,0.2109375,512
2024_3c_25_1_1_frame_39.jpeg,80,0.15625,512
2024_3c_25_1_1_frame_4.jpeg,105,0.205078125,512
2024_3c_25_1_1_frame_40.jpeg,109,0.212890625,512
2024_3c_25_1_1_frame_41.jpeg,106,0.20703125,512
2024_3c_25_1_1_frame_42.jpeg,80,0.15625,512
2024_3c_25_1_1_frame_43.jpeg,109,0.212890625,512
2024_3c_25_1_1_frame_44.jpeg,104,0.203125,512
2024_3c_25_1_1_frame_45.jpeg,99,0.193359375,512
2024_3c_25_1_1_frame_46.jpeg,93,0.181640625,512
2024_3c_25_1_1_frame_47.jpeg,100,0.1953125,512
2024_3c_25_1_1_frame_48.jpeg,106,0.20703125,512
2024_3c_25_1_1_frame_49.jpeg,78,0.15234375,512
2024_3c_25_1_1_frame_5.jpeg,95,0.185546875,512
2024_3c_25_1_1_frame_50.jpeg,109,0.212890625,512
2024_3c_25_1_1_frame_6.jpeg,95,0.185546875,512
2024_3c_25_1_1_frame_7.jpeg,101,0.197265625,512
2024_3c_25_1_1_frame_8.jpeg,106,0.20703125,512
2024_3c_25_1_1_frame_9.jpeg,85,0.166015625,512
2024_3c_25_1_2_frame_1.jpeg,77,0.150390625,512
2024_3c_25_1_2_frame_10.jpeg,96,0.1875,512
2024_3c_25_1_2_frame_11.jpeg,86,0.16796875,512
2024_3c_25_1_2_frame_12.jpeg,96,0.1875,512
2024_3c_25_1_2_frame_13.jpeg,86,0.16796875,512
2024_3c_25_1_2_frame_14.jpeg,90,0.17578125,512
2024_3c_25_1_2_frame_15.jpeg,97,0.189453125,512
2024_3c_25_1_2_frame_16.jpeg,88,0.171875,512
2024_3c_25_1_2_frame_17.jpeg,98,0.19140625,512
2024_3c_25_1_2_frame_18.jpeg,98,0.19140625,512
2024_3c_25_1_2_frame_19.jpeg,78,0.15234375,512
2024_3c_25_1_2_frame_2.jpeg,91,0.177734375,512
2024_3c_25_1_2_frame_20.jpeg,96,0.1875,512
2024_3c_25_1_2_frame_21.jpeg,90,0.17578125,512
2024_3c_25_1_2_frame_22.jpeg,91,0.177734375,512
2024_3c_25_1_2_frame_23.jpeg,85,0.166015625,512
2024_3c_25_1_2_frame_24.jpeg,93,0.181640625,512
2024_3c_25_1_2_frame_25.jpeg,97,0.189453125,512
2024_3c_25_1_2_frame_26.jpeg,88,0.171875,512
2024_3c_25_1_2_frame_27.jpeg,98,0.19140625,512
2024_3c_25_1_2_frame_28.jpeg,94,0.18359375,512
2024_3c_25_1_2_frame_29.jpeg,80,0.15625,512
2024_3c_25_1_2_frame_3.jpeg,84,0.1640625,512
2024_3c_25_1_2_frame_30.jpeg,95,0.185546875,512
2024_3c_25_1_2_frame_31.jpeg,90,0.17578125,512
2024_3c_25_1_2_frame_32.jpeg,91,0.177734375,512
2024_3c_25_1_2_frame_33.jpeg,84,0.1640625,512
2024_3c_25_1_2_frame_34.jpeg,93,0.181640625,512
2024_3c_25_1_2_frame_35.jpeg,96,0.1875,512
2024_3c_25_1_2_frame_36.jpeg,81,0.158203125,512
2024_3c_25_1_2_frame_37.jpeg,93,0.181640625,512
2024_3c_25_1_2_frame_38.jpeg,95,0.185546875,512
2024_3c_25_1_2_frame_39.jpeg,72,0.140625,512
2024_3c_25_1_2_frame_4.jpeg,89,0.173828125,512
2024_3c_25_1_2_frame_40.jpeg,93,0.181640625,512
2024_3c_25_1_2_frame_41.jpeg,84,0.1640625,512
2024_3c_25_1_2_frame_42.jpeg,91,0.177734375,512
2024_3c_25_1_2_frame_43.jpeg,73,0.142578125,512
2024_3c_25_1_2_frame_44.jpeg,89,0.173828125,512
2024_3c_25_1_2_frame_45.jpeg,93,0.181640625,512
2024_3c_25_1_2_frame_46.jpeg,74,0.14453125,512
2024_3c_25_1_2_frame_47.jpeg,93,0.181640625,512
2024_3c_25_1_2_frame_48.jpeg,93,0.181640625,512
2024_3c_25_1_2_frame_49.jpeg,68,0.1328125,512
2024_3c_25_1_2_frame_5.jpeg,97,0.189453125,512
2024_3c_25_1_2_frame_50.jpeg,92,0.1796875,512
2024_3c_25_1_2_frame_6.jpeg,88,0.171875,512
2024_3c_25_1_2_frame_7.jpeg,98,0.19140625,512
2024_3c_25_1_2_frame_8.jpeg,95,0.185546875,512
2024_3c_25_1_2_frame_9.jpeg,85,0.166015625,512
2024_3c_25_1_3_frame_1.jpeg,78,0.15234375,512
2024_3c_25_1_3_frame_10.jpeg,97,0.189453125,512
2024_3c_25_1_3_frame_11.jpeg,79,0.154296875,512
2024_3c_25_1_3_frame_12.jpeg,95,0.185546875,512
2024_3c_25_1_3_frame_13.jpeg,82,0.16015625,512
2024_3c_25_1_3_frame_14.jpeg,86,0.16796875,512
2024_3c_25_1_3_frame_15.jpeg,96,0.1875,512
2024_3c_25_1_3_frame_16.jpeg,80,0.15625,512
2024_3c_25_1_3_frame_17.jpeg,94,0.18359375,512
2024_3c_25_1_3_frame_18.jpeg,91,0.177734375,512
2024_3c_25_1_3_frame_19.jpeg,70,0.13671875,512
2024_3c_25_1_3_frame_2.jpeg,95,0.185546875,512
2024_3c_25_1_3_frame_20.jpeg,95,0.185546875,512
2024_3c_25_1_3_frame_21.jpeg,76,0.1484375,512
2024_3c_25_1_3_frame_22.jpeg,92,0.1796875,512
2024_3c_25_1_3_frame_23.jpeg,71,0.138671875,512
2024_3c_25_1_3_frame_24.jpeg,81,0.158203125,512
2024_3c_25_1_3_frame_25.jpeg,97,0.189453125,512
2024_3c_25_1_3_frame_26.jpeg,83,0.162109375,512
2024_3c_25_1_3_frame_27.jpeg,95,0.185546875,512
2024_3c_25_1_3_frame_28.jpeg,93,0.181640625,512
2024_3c_25_1_3_frame_29.jpeg,79,0.154296875,512
2024_3c_25_1_3_frame_3.jpeg,85,0.166015625,512
2024_3c_25_1_3_frame_30.jpeg,97,0.189453125,512
2024_3c_25_1_3_frame_31.jpeg,80,0.15625,512
2024_3c_25_1_3_frame_32.jpeg,93,0.181640625,512
2024_3c_25_1_3_frame_33.jpeg,82,0.16015625,512
2024_3c_25_1_3_frame_34.jpeg,85,0.166015625,512
2024_3c_25_1_3_frame_35.jpeg,94,0.18359375,512
2024_3c_25_1_3_frame_36.jpeg,80,0.15625,512
2024_3c_25_1_3_frame_37.jpeg,93,0.181640625,512
2024_3c_25_1_3_frame_38.jpeg,93,0.181640625,512
2024_3c_25_1_3_frame_39.jpeg,72,0.140625,512
2024_3c_25_1_3_frame_4.jpeg,85,0.166015625,512
2024_3c_25_1_3_frame_40.jpeg,95,0.185546875,512
2024_3c_25_1_3_frame_41.jpeg,76,0.1484375,512
2024_3c_25_1_3_frame_42.jpeg,93,0.181640625,512
2024_3c_25_1_3_frame_43.jpeg,78,0.15234375,512
2024_3c_25_1_3_frame_44.jpeg,78,0.15234375,512
2024_3c_25_1_3_frame_45.jpeg,94,0.18359375,512
2024_3c_25_1_3_frame_46.jpeg,67,0.130859375,512
2024_3c_25_1_3_frame_47.jpeg,93,0.181640625,512
2024_3c_25_1_3_frame_48.jpeg,88,0.171875,512
2024_3c_25_1_3_frame_49.jpeg,70,0.13671875,512
2024_3c_25_1_3_frame_5.jpeg,96,0.1875,512
2024_3c_25_1_3_frame_50.jpeg,95,0.185546875,512
2024_3c_25_1_3_frame_6.jpeg,89,0.173828125,512
2024_3c_25_1_3_frame_7.jpeg,95,0.185546875,512
2024_3c_25_1_3_frame_8.jpeg,92,0.1796875,512
2024_3c_25_1_3_frame_9.jpeg,82,0.16015625,512
2024_3c_25_1_4_frame_1.jpeg,94,0.18359375,512
2024_3c_25_1_4_frame_10.jpeg,88,0.171875,512
2024_3c_25_1_4_frame_11.jpeg,94,0.18359375,512
2024_3c_25_1_4_frame_12.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_13.jpeg,89,0.173828125,512
2024_3c_25_1_4_frame_14.jpeg,99,0.193359375,512
2024_3c_25_1_4_frame_15.jpeg,92,0.1796875,512
2024_3c_25_1_4_frame_16.jpeg,88,0.171875,512
2024_3c_25_1_4_frame_17.jpeg,92,0.1796875,512
2024_3c_25_1_4_frame_18.jpeg,86,0.16796875,512
2024_3c_25_1_4_frame_19.jpeg,97,0.189453125,512
2024_3c_25_1_4_frame_2.jpeg,94,0.18359375,512
2024_3c_25_1_4_frame_20.jpeg,78,0.15234375,512
2024_3c_25_1_4_frame_21.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_22.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_23.jpeg,80,0.15625,512
2024_3c_25_1_4_frame_24.jpeg,98,0.19140625,512
2024_3c_25_1_4_frame_25.jpeg,88,0.171875,512
2024_3c_25_1_4_frame_26.jpeg,83,0.162109375,512
2024_3c_25_1_4_frame_27.jpeg,88,0.171875,512
2024_3c_25_1_4_frame_28.jpeg,85,0.166015625,512
2024_3c_25_1_4_frame_29.jpeg,97,0.189453125,512
2024_3c_25_1_4_frame_3.jpeg,89,0.173828125,512
2024_3c_25_1_4_frame_30.jpeg,70,0.13671875,512
2024_3c_25_1_4_frame_31.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_32.jpeg,94,0.18359375,512
2024_3c_25_1_4_frame_33.jpeg,80,0.15625,512
2024_3c_25_1_4_frame_34.jpeg,98,0.19140625,512
2024_3c_25_1_4_frame_35.jpeg,87,0.169921875,512
2024_3c_25_1_4_frame_36.jpeg,84,0.1640625,512
2024_3c_25_1_4_frame_37.jpeg,89,0.173828125,512
2024_3c_25_1_4_frame_38.jpeg,85,0.166015625,512
2024_3c_25_1_4_frame_39.jpeg,96,0.1875,512
2024_3c_25_1_4_frame_4.jpeg,99,0.193359375,512
2024_3c_25_1_4_frame_40.jpeg,76,0.1484375,512
2024_3c_25_1_4_frame_41.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_42.jpeg,95,0.185546875,512
2024_3c_25_1_4_frame_43.jpeg,81,0.158203125,512
2024_3c_25_1_4_frame_44.jpeg,98,0.19140625,512
2024_3c_25_1_4_frame_45.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_46.jpeg,86,0.16796875,512
2024_3c_25_1_4_frame_47.jpeg,89,0.173828125,512
2024_3c_25_1_4_frame_48.jpeg,83,0.162109375,512
2024_3c_25_1_4_frame_49.jpeg,97,0.189453125,512
2024_3c_25_1_4_frame_5.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_50.jpeg,80,0.15625,512
2024_3c_25_1_4_frame_6.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_7.jpeg,93,0.181640625,512
2024_3c_25_1_4_frame_8.jpeg,89,0.173828125,512
2024_3c_25_1_4_frame_9.jpeg,96,0.1875,512
2024_3c_25_1_5_frame_1.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_10.jpeg,91,0.177734375,512
2024_3c_25_1_5_frame_11.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_12.jpeg,104,0.203125,512
2024_3c_25_1_5_frame_13.jpeg,89,0.173828125,512
2024_3c_25_1_5_frame_14.jpeg,100,0.1953125,512
2024_3c_25_1_5_frame_15.jpeg,100,0.1953125,512
2024_3c_25_1_5_frame_16.jpeg,90,0.17578125,512
2024_3c_25_1_5_frame_17.jpeg,96,0.1875,512
2024_3c_25_1_5_frame_18.jpeg,90,0.17578125,512
2024_3c_25_1_5_frame_19.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_2.jpeg,104,0.203125,512
2024_3c_25_1_5_frame_20.jpeg,81,0.158203125,512
2024_3c_25_1_5_frame_21.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_22.jpeg,104,0.203125,512
2024_3c_25_1_5_frame_23.jpeg,82,0.16015625,512
2024_3c_25_1_5_frame_24.jpeg,103,0.201171875,512
2024_3c_25_1_5_frame_25.jpeg,94,0.18359375,512
2024_3c_25_1_5_frame_26.jpeg,89,0.173828125,512
2024_3c_25_1_5_frame_27.jpeg,91,0.177734375,512
2024_3c_25_1_5_frame_28.jpeg,90,0.17578125,512
2024_3c_25_1_5_frame_29.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_3.jpeg,90,0.17578125,512
2024_3c_25_1_5_frame_30.jpeg,80,0.15625,512
2024_3c_25_1_5_frame_31.jpeg,100,0.1953125,512
2024_3c_25_1_5_frame_32.jpeg,103,0.201171875,512
2024_3c_25_1_5_frame_33.jpeg,82,0.16015625,512
2024_3c_25_1_5_frame_34.jpeg,98,0.19140625,512
2024_3c_25_1_5_frame_35.jpeg,96,0.1875,512
2024_3c_25_1_5_frame_36.jpeg,93,0.181640625,512
2024_3c_25_1_5_frame_37.jpeg,92,0.1796875,512
2024_3c_25_1_5_frame_38.jpeg,81,0.158203125,512
2024_3c_25_1_5_frame_39.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_4.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_40.jpeg,84,0.1640625,512
2024_3c_25_1_5_frame_41.jpeg,100,0.1953125,512
2024_3c_25_1_5_frame_42.jpeg,103,0.201171875,512
2024_3c_25_1_5_frame_43.jpeg,85,0.166015625,512
2024_3c_25_1_5_frame_44.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_45.jpeg,100,0.1953125,512
2024_3c_25_1_5_frame_46.jpeg,92,0.1796875,512
2024_3c_25_1_5_frame_47.jpeg,96,0.1875,512
2024_3c_25_1_5_frame_48.jpeg,82,0.16015625,512
2024_3c_25_1_5_frame_49.jpeg,101,0.197265625,512
2024_3c_25_1_5_frame_5.jpeg,100,0.1953125,512
2024_3c_25_1_5_frame_50.jpeg,85,0.166015625,512
2024_3c_25_1_5_frame_6.jpeg,97,0.189453125,512
2024_3c_25_1_5_frame_7.jpeg,100,0.1953125,512
2024_3c_25_1_5_frame_8.jpeg,93,0.181640625,512
2024_3c_25_1_5_frame_9.jpeg,103,0.201171875,512
2024_3c_25_1_6_frame_1.jpeg,104,0.203125,512
2024_3c_25_1_6_frame_10.jpeg,97,0.189453125,512
2024_3c_25_1_6_frame_11.jpeg,105,0.205078125,512
2024_3c_25_1_6_frame_12.jpeg,105,0.205078125,512
2024_3c_25_1_6_frame_13.jpeg,90,0.17578125,512
2024_3c_25_1_6_frame_14.jpeg,109,0.212890625,512
2024_3c_25_1_6_frame_15.jpeg,93,0.181640625,512
2024_3c_25_1_6_frame_16.jpeg,94,0.18359375,512
2024_3c_25_1_6_frame_17.jpeg,97,0.189453125,512
2024_3c_25_1_6_frame_18.jpeg,88,0.171875,512
2024_3c_25_1_6_frame_19.jpeg,109,0.212890625,512
2024_3c_25_1_6_frame_2.jpeg,105,0.205078125,512
2024_3c_25_1_6_frame_20.jpeg,92,0.1796875,512
2024_3c_25_1_6_frame_21.jpeg,102,0.19921875,512
2024_3c_25_1_6_frame_22.jpeg,105,0.205078125,512
2024_3c_25_1_6_frame_23.jpeg,81,0.158203125,512
2024_3c_25_1_6_frame_24.jpeg,106,0.20703125,512
2024_3c_25_1_6_frame_25.jpeg,89,0.173828125,512
2024_3c_25_1_6_frame_26.jpeg,93,0.181640625,512
2024_3c_25_1_6_frame_27.jpeg,97,0.189453125,512
2024_3c_25_1_6_frame_28.jpeg,87,0.169921875,512
2024_3c_25_1_6_frame_29.jpeg,105,0.205078125,512
2024_3c_25_1_6_frame_3.jpeg,89,0.173828125,512
2024_3c_25_1_6_frame_30.jpeg,88,0.171875,512
2024_3c_25_1_6_frame_31.jpeg,101,0.197265625,512
2024_3c_25_1_6_frame_32.jpeg,103,0.201171875,512
2024_3c_25_1_6_frame_33.jpeg,84,0.1640625,512
2024_3c_25_1_6_frame_34.jpeg,108,0.2109375,512
2024_3c_25_1_6_frame_35.jpeg,88,0.171875,512
2024_3c_25_1_6_frame_36.jpeg,93,0.181640625,512
