filename,row_px,row_norm,img_height
7075_25_40_6_2_frame_5.jpeg,259.4638709677419,0.5067653729838709,512
7075_25_40_6_9_frame_15.jpeg,293.81741935483865,0.5738621471774192,512
7075_25_40_6_4_frame_37.jpeg,254.1787096774193,0.4964427923387096,512
7075_25_40_5_4_frame_24.jpeg,251.53612903225803,0.49128150201612897,512
7075_25_40_5_8_frame_46.jpeg,279.2832258064516,0.5454750504032257,512
7075_25_40_2_2_frame_1.jpeg,256.8212903225806,0.5016040826612902,512
7075_25_40_7_2_frame_48.jpeg,263.4277419354838,0.5145073084677418,512
7075_25_40_3_4_frame_41.jpeg,247.57225806451606,0.48353956653225794,512
7075_25_40_1_2_frame_7.jpeg,254.1787096774193,0.4964427923387096,512
7075_25_40_4_2_frame_46.jpeg,254.1787096774193,0.4964427923387096,512
7075_25_40_6_5_frame_42.jpeg,259.4638709677419,0.5067653729838709,512
7075_25_40_5_6_frame_9.jpeg,260.78516129032255,0.5093460181451612,512
7075_25_40_1_9_frame_46.jpeg,301.7451612903225,0.5893460181451612,512
7075_25_40_4_9_frame_20.jpeg,297.7812903225806,0.5816040826612903,512
7075_25_40_3_6_frame_20.jpeg,255.49999999999994,0.4990234374999999,512
7075_25_40_2_8_frame_20.jpeg,273.998064516129,0.5351524697580644,512
7075_25_40_6_9_frame_14.jpeg,293.81741935483865,0.5738621471774192,512
7075_25_40_4_6_frame_30.jpeg,252.85741935483867,0.4938621471774193,512
7075_25_40_6_8_frame_37.jpeg,279.2832258064516,0.5454750504032257,512
7075_25_40_5_2_frame_11.jpeg,259.4638709677419,0.5067653729838709,512
7075_25_40_3_7_frame_11.jpeg,263.4277419354838,0.5145073084677418,512
7075_25_40_3_2_frame_44.jpeg,255.49999999999994,0.4990234374999999,512
7075_25_40_6_8_frame_23.jpeg,280.6045161290322,0.548055695564516,512
7075_25_40_6_6_frame_42.jpeg,263.4277419354838,0.5145073084677418,512
7075_25_40_1_5_frame_14.jpeg,244.9296774193548,0.4783782762096773,512
7075_25_40_7_3_frame_15.jpeg,260.78516129032255,0.5093460181451612,512
7075_25_40_6_4_frame_47.jpeg,256.8212903225806,0.5016040826612902,512
7075_25_40_6_3_frame_25.jpeg,259.4638709677419,0.5067653729838709,512
7075_25_40_5_2_frame_7.jpeg,258.1425806451613,0.5041847278225806,512
7075_25_40_1_9_frame_39.jpeg,289.85354838709674,0.5661202116935483,512
7075_25_40_2_4_frame_23.jpeg,242.28709677419351,0.4732169858870967,512
7075_25_40_8_2_frame_14.jpeg,264.74903225806446,0.5170879536290321,512
7075_25_40_5_1_frame_17.jpeg,263.4277419354838,0.5145073084677418,512
7075_25_40_8_6_frame_25.jpeg,271.3554838709677,0.5299911794354838,512
7075_25_40_6_1_frame_29.jpeg,263.4277419354838,0.5145073084677418,512
7075_25_40_3_1_frame_47.jpeg,266.0703225806451,0.5196685987903225,512
7075_25_40_7_8_frame_41.jpeg,284.56838709677413,0.555797631048387,512
7075_25_40_3_3_frame_2.jpeg,248.89354838709676,0.48612021169354835,512
7075_25_40_2_4_frame_29.jpeg,240.96580645161288,0.4706363407258064,512
7075_25_40_3_4_frame_12.jpeg,247.57225806451606,0.48353956653225794,512
7075_25_40_2_1_frame_50.jpeg,267.3916129032258,0.5222492439516129,512
7075_25_40_5_4_frame_44.jpeg,254.1787096774193,0.4964427923387096,512
7075_25_40_5_8_frame_30.jpeg,276.64064516129025,0.540313760080645,512
7075_25_40_3_3_frame_39.jpeg,248.89354838709676,0.48612021169354835,512
7075_25_40_3_6_frame_2.jpeg,252.85741935483867,0.4938621471774193,512
